titre;realisateur;adresse;organisme_demandeur;type_de_tournage;ardt;date_debut;date_fin;xy
04:04:02;SOPHIE LEVY;TERRAIN*ÿ DE FOOT POTERNE DES PEUPLIERS;SOFILMS;SERIE TELEVISEE;75013;05/05/2016;05/05/2016;48.820361, 2.352527
04:04:02;SOPHIE LEVY;PARCÿ DES BUTTES CHAUMONT;SOFILMS;SERIE TELEVISEE;75019;07/05/2016;07/05/2016;48.879186, 2.387537
04:04:02;SOPHIE LEVY;STADE*ÿ DU POLYGONE/BOIS DE VINCENNES;SOFILMS;SERIE TELEVISEE;75012;06/05/2016;06/05/2016;48.834759, 2.430796
10%/SAISON 2;JEANNE HERRY;RUEÿ ET PONT DE CRIMEE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;03/10/2016;03/10/2016;48.885821, 2.382394
10%/SAISON 2;JEANNE HERRY;QUAIÿ DE LA SEINE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;03/10/2016;03/10/2016;48.886466, 2.373834
10%/SAISON 2;JEANNE HERRY;RUEÿ DE NANTES;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;03/10/2016;03/10/2016;48.891991, 2.381936
10%/SAISON 2;JEANNE HERRY;JARDIN*ÿ DU TROCADERO;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;13/10/2016;13/10/2016;48.862548, 2.28222
10%/SAISON 2;JEANNE HERRY;RUEÿ MARTIGNAC;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.857998, 2.31843
10%/SAISON 2;JEANNE HERRY;RUEÿ DAVIOUD;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;13/10/2016;13/10/2016;48.855176, 2.270844
10%/SAISON 2;JEANNE HERRY;PARVISÿ DE LA BASILIQUE SAINTE CLOTILDE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;
10%/SAISON 2;JEANNE HERRY;AVENUEÿ GEORGES MANDEL;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;15/09/2016;15/09/2016;48.863483, 2.281409
10%/SAISON 2;JEANNE HERRY;RUEÿ PAUL STRAUSS;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;30/09/2016;30/09/2016;48.866511, 2.407275
10%/SAISON 2;JEANNE HERRY;BOULEVARDÿ MORTIER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;30/09/2016;30/09/2016;48.86958, 2.408745
10%/SAISON 2;JEANNE HERRY;PLACEÿ DU COLONEL CHANUTE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;30/09/2016;30/09/2016;48.866144, 2.406209
10%/SAISON 2;JEANNE HERRY;149ÿ RUEÿ SAINT HONORE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;05/09/2016;05/09/2016;48.862012, 2.339698
10%/SAISON 2;JEANNE HERRY;RUEÿ CROIX DES PETITS CHAMPS;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;05/09/2016;05/09/2016;48.863996, 2.340163
10%/SAISON 2;JEANNE HERRY;RUEÿ DE RIVOLI/DE CASTIGLIONE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;05/09/2016;05/09/2016;48.865778, 2.327951
10%/SAISON 2;JEANNE HERRY;234ÿ RUEÿ DE RIVOLI;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;05/09/2016;05/09/2016;48.865375, 2.327206
10%/SAISON 2;JEANNE HERRY;1ÿ PLACEÿ DU TROCADERO;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;15/09/2016;15/09/2016;48.862323, 2.281879
10%/SAISON 2;JEANNE HERRY;AVENUEÿ DU PRESIDENT WILSON;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;15/09/2016;15/09/2016;48.864614, 2.29457
10%/SAISON 2;JEANNE HERRY;PLACEÿ DU TROCADERO ET DU 11 NOVEMBRE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;15/09/2016;15/09/2016;48.862578, 2.287377
10%/SAISON 2;JEANNE HERRY;8ÿ RUEÿ NAVARIN;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;06/09/2016;06/09/2016;48.879596, 2.339392
10%/SAISON 2;JEANNE HERRY;RUEÿ HENRI MONNIER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;06/09/2016;06/09/2016;48.880077, 2.33727
10%/SAISON 2;JEANNE HERRY;49ÿ AVENUEÿ RAYMOND POINCARE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;15/09/2016;15/09/2016;48.866777, 2.285901
10%/SAISON 2;JEANNE HERRY;AVENUEÿ KLEBER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;15/09/2016;15/09/2016;48.868042, 2.29059
10%/SAISON 2;JEANNE HERRY;2ÿ RUEÿ VIVIENNE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75002;19/09/2016;19/09/2016;48.866495, 2.33884
10%/SAISON 2;JEANNE HERRY;47ÿ RUEÿ DE MARTYRS;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;29/09/2016;29/09/2016;48.879981, 2.340118
10%/SAISON 2;JEANNE HERRY;RUEÿ CLAVEL;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;29/09/2016;29/09/2016;48.879094, 2.338395
10%/SAISON 2;JEANNE HERRY;AVENUEÿ TRUDAINE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;06/09/2016;06/09/2016;48.881143, 2.343211
10%/SAISON 2;JEANNE HERRY;RUEÿ MARENGO;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;05/09/2016;05/09/2016;48.861861, 2.339391
10%/SAISON 2;JEANNE HERRY;PONTÿ DE LA RUE CRIMEE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;16/09/2016;16/09/2016;48.885821, 2.382394
10%/SAISON 2;JEANNE HERRY;PLACEÿ SAINT GEORGES;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;29/09/2016;29/09/2016;48.878549, 2.337525
10%/SAISON 2;JEANNE HERRY;RUEÿ IRENEE BLANC;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;30/09/2016;30/09/2016;48.86592, 2.407964
10%/SAISON 2;JEANNE HERRY;AVENUEÿ D'EYLAU;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;15/09/2016;15/09/2016;48.864545, 2.284779
10%/SAISON 2;JEANNE HERRY;127ÿ RUEÿ DU FAUBOURG SAINT HONORE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75008;13/09/2016;13/09/2016;48.873274, 2.309406
10%/SAISON 2;JEANNE HERRY;4 ET 25ÿ RUEÿ DE L'ERMITAGE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;14/09/2016;14/09/2016;48.870162, 2.391437
10%/SAISON 2;JEANNE HERRY;69/91ÿ RUEÿ DE BELLEVILLE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;14/09/2016;14/09/2016;48.873777, 2.384688
10%/SAISON 2;JEANNE HERRY;2/24ÿ RUEÿ SAINT HONORE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75008;12/09/2016;12/09/2016;48.868172, 2.324131
10%/SAISON 2;JEANNE HERRY;RUEÿ GREUZE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;15/09/2016;15/09/2016;48.864048, 2.283344
10%/SAISON 2;JEANNE HERRY;RUEÿ DE RIVOLI;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;05/09/2016;05/09/2016;48.861863, 2.338081
10%/SAISON 2;JEANNE HERRY;RUEÿ DES MARTYRS;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;06/09/2016;06/09/2016;48.878979, 2.339935
10%/SAISON 2;JEANNE HERRY;RUEÿ SAINT DOMINIQUE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.859804, 2.309217
10%/SAISON 2;JEANNE HERRY;RUEÿ BELLECHASSE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.857446, 2.322191
10%/SAISON 2;JEANNE HERRY;PLACEÿ VAUBAN;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.853056, 2.311754
10%/SAISON 2;JEANNE HERRY;99ÿ AVENUEÿ DES CHAMPS ELYSEES;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75008;14/10/2016;14/10/2016;48.871794, 2.301116
10%/SAISON 2;JEANNE HERRY;95ÿ QUAIÿ DE SEINE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;16/09/2016;16/09/2016;48.886466, 2.373834
10%/SAISON 2;JEANNE HERRY;RUEÿ VICTOR MASSE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;29/09/2016;29/09/2016;48.880761, 2.338199
10%/SAISON 2;JEANNE HERRY;RUEÿ LIEUTENANT CHAURE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;30/09/2016;30/09/2016;48.867384, 2.406849
10%/SAISON 2;JEANNE HERRY;QUAIÿ DE LA LOIRE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;03/10/2016;03/10/2016;48.885571, 2.375345
10%/SAISON 2;JEANNE HERRY;1ÿ BOULEVARDÿ POISSONNIERE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75002;03/10/2016;03/10/2016;48.870665, 2.3478
10%/SAISON 2;JEANNE HERRY;RUEÿ CASIMIR PERIER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.85795, 2.31939
10%/SAISON 2;JEANNE HERRY;BOULEVARDÿ SAINT GERMAIN;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.856861, 2.32507
10%/SAISON 2;JEANNE HERRY;AVENUEÿ DE BRETEUIL;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.85046, 2.311558
10%/SAISON 2;JEANNE HERRY;48ÿ RUEÿ DE L'ASSOMPTION;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;13/10/2016;13/10/2016;48.85442, 2.270404
10%/SAISON 2;JEANNE HERRY;RUEÿ HENRI MONNIER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;29/09/2016;29/09/2016;48.880077, 2.33727
10%/SAISON 2;JEANNE HERRY;AVENUEÿ TRUDAINE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;29/09/2016;29/09/2016;48.881143, 2.343211
10%/SAISON 2;JEANNE HERRY;RUEÿ PIERRE MOUILLARD;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;30/09/2016;30/09/2016;48.867202, 2.408236
10%/SAISON 2;JEANNE HERRY;RUEÿ ALPHONSE PENAUD;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;30/09/2016;30/09/2016;48.868266, 2.406812
10%/SAISON 2;JEANNE HERRY;PLACEÿ DE JOINVILLE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;03/10/2016;03/10/2016;48.889425, 2.380262
10%/SAISON 2;JEANNE HERRY;83ÿ AVENUEÿ KELEBER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;05/10/2016;05/10/2016;48.864621, 2.288686
10%/SAISON 2;JEANNE HERRY;AVENUEÿ DU PRESIDENT WILSON;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;10/10/2016;10/10/2016;48.864614, 2.29457
10%/SAISON 2;JEANNE HERRY;AVENUEÿ DE TOURVILLE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.854185, 2.308388
10%/SAISON 2;JEANNE HERRY;AVENUEÿ GABRIEL;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75008;11/10/2016;11/10/2016;48.868391, 2.316734
10%/SAISON 2;JEANNE HERRY;RUEÿ CHORON;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;06/09/2016;06/09/2016;48.877575, 2.341166
10%/SAISON 2;JEANNE HERRY;3ÿ AVENUEÿ MATIGNON;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75008;13/09/2016;13/09/2016;48.869629, 2.311269
10%/SAISON 2;JEANNE HERRY;RUEÿ DE NAVARIN;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;29/09/2016;29/09/2016;48.879656, 2.338558
10%/SAISON 2;JEANNE HERRY;RUEÿ NOTRE DAME DE LORETTE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;29/09/2016;29/09/2016;48.878746, 2.337269
10%/SAISON 2;JEANNE HERRY;RUEÿ DU CAPITAINE FERBER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;30/09/2016;30/09/2016;48.866612, 2.406785
10%/SAISON 2;JEANNE HERRY;45ÿ BOULEVARDÿ BEAUSEJOUR;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;06/10/2016;06/10/2016;48.857016, 2.268199
10%/SAISON 2;JEANNE HERRY;RUEÿ LAS CASES;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;10/10/2016;10/10/2016;48.85846, 2.320617
10%/SAISON 2;JEANNE HERRY;9ÿ RUEÿ DE LA TASSE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;13/10/2016;13/10/2016;48.860293, 2.286092
10%/SAISON 2;JEANNE HERRY;AVENUEÿ MOZART;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;13/10/2016;13/10/2016;48.853994, 2.269154
10%/SAISON 2;JEANNE HERRY;99ÿ AVENUEÿ DES CHAMPS ELYSEES;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75008;17/10/2016;18/10/2016;48.871794, 2.301116
100 % COCO;TESSA SCHRAM;17ÿ PLACEÿ DU TROCADERO;FILMING IN FRANCE;LONG METRAGE;75016;01/12/2016;01/12/2016;48.862548, 2.28222
100 % COCO;TESSA SCHRAM;64ÿ AVENUEÿ MARCEAU;FILMING IN FRANCE;LONG METRAGE;75008;01/12/2016;01/12/2016;48.870598, 2.298018
100 % COCO;TESSA SCHRAM;RUEÿ LAS CASES;FILMING IN FRANCE;LONG METRAGE;75007;02/12/2016;02/12/2016;48.85846, 2.320617
100 % COCO;TESSA SCHRAM;PONTÿ ALEXANDRE III;FILMING IN FRANCE;LONG METRAGE;75007;02/12/2016;02/12/2016;
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;6ÿ RUEÿ CONDORCET;LES FILMS DE PIERRE;LONG METRAGE;75009;08/10/2016;08/10/2016;48.879577, 2.348466
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;12ÿ RUEÿ DU RENARD;LES FILMS DE PIERRE;LONG METRAGE;75014;12/10/2016;12/10/2016;48.831391, 2.323148
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;BOULEVARDÿ HENRI IV;LES FILMS DE PIERRE;LONG METRAGE;75004;02/07/2016;02/07/2016;48.85172, 2.36443
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;2/4ÿ IMPASSEÿ LAMIER;LES FILMS DE PIERRE;LONG METRAGE;75011;17/08/2016;17/08/2016;48.858004, 2.388745
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;148ÿ AVENUEÿ GAMBETTA;LES FILMS DE PIERRE;LONG METRAGE;75020;18/08/2016;18/08/2016;48.875389, 2.406186
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;10ÿ RUEÿ EMILE GILBERT;LES FILMS DE PIERRE;LONG METRAGE;75012;15/09/2016;15/09/2016;48.846656, 2.373224
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;5ÿ RUEÿ PARROT;LES FILMS DE PIERRE;LONG METRAGE;75012;15/09/2016;15/09/2016;48.846902, 2.373077
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;12ÿ RUEÿ DU RENARD;LES FILMS DE PIERRE;LONG METRAGE;75004;13/09/2016;13/09/2016;48.858822, 2.352329
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ MICHEL CHASLES;LES FILMS DE PIERRE;LONG METRAGE;75012;14/09/2016;14/09/2016;48.847009, 2.373803
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ SAINT DENIS;LES FILMS DE PIERRE;LONG METRAGE;75002;12/09/2016;12/09/2016;48.866753, 2.351137
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ EMILE GILBERT;LES FILMS DE PIERRE;LONG METRAGE;75012;14/09/2016;14/09/2016;48.846373, 2.373305
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ PARROT/RUE MICHEL CHASLES (ANGLE);LES FILMS DE PIERRE;LONG METRAGE;75012;15/09/2016;15/09/2016;48.847009, 2.373803
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;27ÿ PLACEÿ SAINT GEORGES;LES FILMS DE PIERRE;LONG METRAGE;75009;25/08/2016;25/08/2016;48.878391, 2.337345
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;151ÿ BOULEVARDÿ DE L'HOPITAL;LES FILMS DE PIERRE;LONG METRAGE;75013;29/08/2016;02/09/2016;48.833663, 2.357506
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;119ÿ RUEÿ DES PYRENEES;LES FILMS DE PIERRE;LONG METRAGE;75020;09/09/2016;09/09/2016;48.85693, 2.404301
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ TRAVERSIERE;LES FILMS DE PIERRE;LONG METRAGE;75012;14/09/2016;14/09/2016;48.847854, 2.373575
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ DE HARLAY;LES FILMS DE PIERRE;LONG METRAGE;75001;02/07/2016;02/07/2016;48.856701, 2.343164
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ DE LUTECE;LES FILMS DE PIERRE;LONG METRAGE;75004;02/07/2016;02/07/2016;48.854791, 2.3472
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;QUAIÿ DE L'HOTEL DE VILLE;LES FILMS DE PIERRE;LONG METRAGE;75004;02/07/2016;02/07/2016;48.854811, 2.354243
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;QUAIÿ DES CELESTINS;LES FILMS DE PIERRE;LONG METRAGE;75004;02/07/2016;02/07/2016;48.852341, 2.36038
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;PLACEÿ DE LA BASTILLE;LES FILMS DE PIERRE;LONG METRAGE;75004;02/07/2016;02/07/2016;48.853575, 2.368288
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ EDOUARD COLONNA;LES FILMS DE PIERRE;LONG METRAGE;75001;02/07/2016;02/07/2016;48.857892, 2.345601
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ FABRE D'EGLANTINE;LES FILMS DE PIERRE;LONG METRAGE;75012;19/08/2016;19/08/2016;48.846406, 2.395489
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;11ÿ RUEÿ LEON LHERMITTE;LES FILMS DE PIERRE;LONG METRAGE;75015;23/08/2016;24/08/2016;48.842958, 2.296931
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ PARROT;LES FILMS DE PIERRE;LONG METRAGE;75012;14/09/2016;14/09/2016;48.846971, 2.373557
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ HAXO;LES FILMS DE PIERRE;LONG METRAGE;75020;10/10/2016;10/10/2016;48.872918, 2.40395
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;AVENUEÿ GUSTAVE EIFFEL (TOUR EIFFEL);LES FILMS DE PIERRE;LONG METRAGE;75007;13/10/2016;13/10/2016;48.857581, 2.294681
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;7ÿ PLACEÿ VENDOME;LES FILMS DE PIERRE;LONG METRAGE;75001;17/10/2016;17/10/2016;48.867285, 2.328333
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUEÿ DES BOURDONNAIS;LES FILMS DE PIERRE;LONG METRAGE;75001;02/07/2016;02/07/2016;48.859439, 2.344681
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;6ÿ RUEÿ CONDORCET;LES FILMS DE PIERRE;LONG METRAGE;75009;15/10/2016;15/10/2016;48.879577, 2.348466
A 2H DE PARIS;VIRGINIE VERRIER;8ÿ RUEÿ DE CHARTREUX;VIGO FILMS;LONG METRAGE;75006;10/01/2016;10/01/2016;48.842027, 2.335294
ALIBI.COM;PHILIPPE LACHEAU;PARCÿ MONCEAU;FECHNER FILMS;LONG METRAGE;75008;26/04/2016;26/04/2016;48.878086, 2.311263
ALIBI.COM;PHILIPPE LACHEAU;32ÿ BOULEVARDÿ DE COURCELLES;FECHNER FILMS;LONG METRAGE;75017;26/04/2016;26/04/2016;48.880878, 2.311352
ALIBI.COM;PHILIPPE LACHEAU;4ÿ RUEÿ ROBERVAL;FECHNER FILMS;LONG METRAGE;75017;28/04/2016;29/04/2016;48.894485, 2.322138
ALIBI.COM;PHILIPPE LACHEAU;27ÿ PLACEÿ SAINT GEORGE/FONDATION DOSNE THIERS;FECHNER FILMS;LONG METRAGE;75009;29/04/2016;29/04/2016;
ALIBI.COM;PHILIPPE LACHEAU;101ÿ RUEÿ DE MIROMESNIL;FECHNER FILMS;LONG METRAGE;75008;26/04/2016;26/04/2016;48.880528, 2.315292
ALIBI.COM;PHILIPPE LACHEAU;SQUAREÿ JEAN AICARD;FECHNER FILMS;LONG METRAGE;75011;25/05/2016;25/05/2016;48.865696, 2.381095
ALIBI.COM;PHILIPPE LACHEAU;PARCÿ DES BUTTES CHAUMONT;FECHNER FILMS;LONG METRAGE;75019;26/05/2016;27/05/2016;48.879186, 2.387537
ALIBI.COM;PHILIPPE LACHEAU;BOIS*ÿ DE BOULOGNE;FECHNER FILMS;LONG METRAGE;75016;04/05/2016;04/05/2016;48.875133, 2.286885
ALIBI.COM;PHILIPPE LACHEAU;3ÿ COURÿ BERARD;FECHNER FILMS;LONG METRAGE;75004;09/05/2016;10/05/2016;48.854299, 2.366394
ALICE IN PARIS;THIBAUD MARTIN;SQUAREÿ LOUIS XIII;ROCKZELINE;SERIE TELEVISEE;75004;04/03/2016;04/03/2016;48.852279, 2.351269
ALICE IN PARIS;THIBAUD MARTIN;SQUAREÿ JEHAN RICTUS;ROCKZELINE;SERIE TELEVISEE;75018;01/03/2016;01/03/2016;48.8925, 2.349552
ALICE IN PARIS;THIBAUD MARTIN;ARENESÿ DE LUTECE;ROCKZELINE;SERIE TELEVISEE;75005;05/03/2016;05/03/2016;48.84509, 2.354004
ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;42ÿ RUEÿ DES PETITES ECURIES;EGO PRODUCTION;SERIE TELEVISEE;75010;30/11/2016;30/11/2016;48.873921, 2.350107
ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;59ÿ AVENUEÿ DE SEGUR;EGO PRODUCTION;SERIE TELEVISEE;75007;01/12/2016;01/12/2016;48.849014, 2.307613
ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;10ÿ BOULEVARDÿ DU PALAIS;EGO PRODUCTION;SERIE TELEVISEE;75001;02/12/2016;02/12/2016;48.854983, 2.345426
ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;CITEÿ TREVISE;EGO PRODUCTION;SERIE TELEVISEE;75009;30/11/2016;30/11/2016;48.875078, 2.346796
ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;10ÿ RUEÿ DES MESSAGERIES;EGO PRODUCTION;SERIE TELEVISEE;75010;30/11/2016;30/11/2016;48.876351, 2.349935
ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;22ÿ RUEÿ DES BELLES FEUILLES;EGO PRODUCTION;SERIE TELEVISEE;75016;25/11/2016;25/11/2016;48.866739, 2.282226
ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;RUEÿ DE HARLAY;EGO PRODUCTION;SERIE TELEVISEE;75001;02/12/2016;02/12/2016;48.856701, 2.343164
ALICE NEVERS, LE JUGE EST UNE FEMME/80 ET 81;JULIEN ZIDI;68ÿ RUEÿ SINGER;EGO PRODUCTION;SERIE TELEVISEE;75016;29/02/2016;29/02/2016;48.857164, 2.27353
ALICE NEVERS, LE JUGE EST UNE FEMME/80 ET 81;JULIEN ZIDI;1/3ÿ RUEÿ PAJOU;EGO PRODUCTION;SERIE TELEVISEE;75016;29/02/2016;29/02/2016;48.856923, 2.273142
ALICE NEVERS, LE JUGE EST UNE FEMME/80 ET 81;JULIEN ZIDI;RUEÿ AMBROISE THOMAS;EGO PRODUCTION;SERIE TELEVISEE;75009;24/02/2016;24/02/2016;48.874604, 2.347452
ALICE NEVERS, LE JUGE EST UNE FEMME/80 ET 81;JULIEN ZIDI;7ÿ RUEÿ DE HARLAY;EGO PRODUCTION;SERIE TELEVISEE;75001;01/03/2016;01/03/2016;48.856701, 2.343164
ALICE NEVERS, LE JUGE EST UNE FEMME/80 ET 81;JULIEN ZIDI;42/50ÿ RUEÿ DES PETITES ECURIES;EGO PRODUCTION;SERIE TELEVISEE;75010;23/02/2016;24/02/2016;48.873982, 2.34916
ALICE NEVERS, LE JUGE EST UNE FEMME/80 ET 81;JULIEN ZIDI;4ÿ BOULEVARDÿ DU PALAIS/PALAIS DE JUSTICE;EGO PRODUCTION;SERIE TELEVISEE;75001;01/03/2016;01/03/2016;48.855732, 2.345992
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;4ÿ BOULEVARDÿ DU PALAIS;EGO PRODUCTION;SERIE TELEVISEE;75001;24/03/2016;24/03/2016;48.855732, 2.345992
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;36/40ÿ QUAIÿ DES ORFEVRES;EGO PRODUCTION;SERIE TELEVISEE;75001;24/03/2016;24/03/2016;48.856182, 2.342193
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;18ÿ RUEÿ VAUCQUELIN;EGO PRODUCTION;SERIE TELEVISEE;75005;25/03/2016;26/03/2016;48.84093, 2.34698
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;7ÿ RUEÿ DE L'ECHELLE;EGO PRODUCTION;SERIE TELEVISEE;75001;30/03/2016;30/03/2016;48.864024, 2.334199
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;5ÿ RUEÿ DES IRLANDAIS;EGO PRODUCTION;SERIE TELEVISEE;75005;08/04/2016;08/04/2016;48.844211, 2.34602
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;3ÿ RUEÿ D'ARGENTEUIL;EGO PRODUCTION;SERIE TELEVISEE;75001;01/04/2016;01/04/2016;48.864359, 2.334043
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;3ÿ RUEÿ D'ARGENTEUIL;EGO PRODUCTION;SERIE TELEVISEE;75001;04/04/2016;04/04/2016;48.864359, 2.334043
