titre;realisateur;adresse;organisme_demandeur;type_de_tournage;ardt;date_debut;date_fin;xy
LE REDOUTABLE;MICHEL HAZANAVICIUS;17ÿ RUEÿ DES PYRAMIDES;LES COMPAGNONS DU CINEMA;LONG METRAGE;75001;27/07/2016;27/07/2016;48.865458, 2.333196
LE REDOUTABLE;MICHEL HAZANAVICIUS;40ÿ RUEÿ DE CONSTANTINOPLE;LES COMPAGNONS DU CINEMA;LONG METRAGE;75008;28/07/2016;28/07/2016;48.880334, 2.319577
LE REDOUTABLE;MICHEL HAZANAVICIUS;BOULEVARDÿ RASPAIL;LES COMPAGNONS DU CINEMA;LONG METRAGE;75014;09/08/2016;10/08/2016;48.838597, 2.330571
LE REDOUTABLE;MICHEL HAZANAVICIUS;AVENUEÿ DENFERT ROCHEREAU;LES COMPAGNONS DU CINEMA;LONG METRAGE;75014;12/08/2016;12/08/2016;48.836116, 2.334413
LE REDOUTABLE;MICHEL HAZANAVICIUS;BOULEVARDÿ SAINT GERMAIN;LES COMPAGNONS DU CINEMA;LONG METRAGE;75005;26/07/2016;27/07/2016;48.849855, 2.350103
LE REDOUTABLE;MICHEL HAZANAVICIUS;SQUAREÿ GEORGES LAMARQUE;LES COMPAGNONS DU CINEMA;LONG METRAGE;75014;08/08/2016;08/08/2016;48.840895, 2.327346
LE REDOUTABLE;MICHEL HAZANAVICIUS;AVENUEÿ TRUDAINE;LES COMPAGNONS DU CINEMA;LONG METRAGE;75009;03/08/2016;03/08/2016;48.881143, 2.343211
LE REDOUTABLE;MICHEL HAZANAVICIUS;SQUAREÿ CLAUDE NICOLAS LEDOUX;LES COMPAGNONS DU CINEMA;LONG METRAGE;75014;08/08/2016;08/08/2016;
LE REDOUTABLE;MICHEL HAZANAVICIUS;SQUAREÿ JACQUES ANTOINE;LES COMPAGNONS DU CINEMA;LONG METRAGE;75014;08/08/2016;08/08/2016;
LE REDOUTABLE;MICHEL HAZANAVICIUS;18ÿ RUEÿ VAUQUELIN;LES COMPAGNONS DU CINEMA;LONG METRAGE;75005;25/07/2016;25/07/2016;48.84093, 2.34698
LE REDOUTABLE;MICHEL HAZANAVICIUS;17ÿ RUEÿ DE LA SORBONNE;LES COMPAGNONS DU CINEMA;LONG METRAGE;75005;26/08/2016;26/08/2016;48.848896, 2.343134
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUEÿ RENE GOSCINNY;LOMA NASHA PRODUCTION;LONG METRAGE;75013;02/08/2016;03/08/2016;48.830422, 2.379593
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;6ÿ RUEÿ THOMAS MANN/UNIVERSITE DE CHICAGO;LOMA NASHA PRODUCTION;LONG METRAGE;75013;02/08/2016;02/08/2016;48.830397, 2.381034
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;SQUAREÿ JACQUES BIDAUT;LOMA NASHA PRODUCTION;LONG METRAGE;75002;05/08/2016;05/08/2016;
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUEÿ PRIMO LEVI;LOMA NASHA PRODUCTION;LONG METRAGE;75012;02/08/2016;02/08/2016;
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;14ÿ RUEÿ DE TREVISE/THEATRE DE TREVISE;LOMA NASHA PRODUCTION;LONG METRAGE;75009;03/08/2016;05/08/2016;48.87347, 2.34529
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;25ÿ RUEÿ DE LA LUNE/EGLISE N.D.B.N;LOMA NASHA PRODUCTION;LONG METRAGE;75002;05/08/2016;05/08/2016;48.869745, 2.349589
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUEÿ SAINT YVES;LOMA NASHA PRODUCTION;LONG METRAGE;75014;05/07/2016;05/07/2016;48.825849, 2.333073
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUEÿ DES ARTISTES ET ESCALIERS;LOMA NASHA PRODUCTION;LONG METRAGE;75014;05/07/2016;05/07/2016;48.826354, 2.334666
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;105ÿ BOULEVARDÿ SAINT MICHEL;LOMA NASHA PRODUCTION;LONG METRAGE;75006;06/07/2016;06/07/2016;48.847681, 2.340826
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;22ÿ AVENUEÿ DE LA SIBELLE;LOMA NASHA PRODUCTION;LONG METRAGE;75014;27/06/2016;02/07/2016;48.82549, 2.338066
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUEÿ RENE COTY;LOMA NASHA PRODUCTION;LONG METRAGE;75014;05/07/2016;05/07/2016;48.829043, 2.334121
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;22ÿ AVENUEÿ DE LA SIBELLE;LOMA NASHA PRODUCTION;LONG METRAGE;75014;22/06/2016;24/06/2016;48.82549, 2.338066
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUEÿ SAINT YVES ET ESCALIERS;LOMA NASHA PRODUCTION;LONG METRAGE;75014;05/07/2016;05/07/2016;48.825849, 2.333073
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;RUEÿ NOBEL;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75018;04/11/2016;04/11/2016;48.890129, 2.341439
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;29ÿ RUEÿ CHAUDRON;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75010;27/10/2016;27/10/2016;48.883661, 2.364481
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;163ÿ QUAIÿ DE VALMY;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75010;27/10/2016;27/10/2016;48.878784, 2.366268
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;PASSAGEÿ DELESSERT;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75010;27/10/2016;27/10/2016;48.878903, 2.365514
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;113ÿ AVENUEÿ LEDRU ROLLIN;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75011;31/10/2016;31/10/2016;48.853091, 2.377002
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;42ÿ RUEÿ SCHEFFER;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75016;25/10/2016;26/10/2016;48.862499, 2.28159
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;47ÿ RUEÿ DE CHARONNE;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75011;31/10/2016;31/10/2016;48.853315, 2.377442
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;12ÿ RUEÿ DU 4 SEPTEMBRE;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75002;01/11/2016;01/11/2016;48.869537, 2.337461
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;4ÿ RUEÿ FRANCOEUR;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75018;04/11/2016;04/11/2016;48.890023, 2.342695
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;43/47ÿ RUEÿ DU MONT CENIS;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75018;04/11/2016;04/11/2016;48.889719, 2.342814
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;129ÿ RUEÿ DE CAULAINCOURT;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75018;04/11/2016;04/11/2016;48.88987, 2.342408
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;1ÿ RUEÿ RENE PANHARD;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75013;09/11/2016;09/11/2016;48.838779, 2.359355
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;4ÿ BOULEVARDÿ DU PALAIS;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75004;24/10/2016;24/10/2016;48.854852, 2.345722
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;17ÿ RUEÿ SAINT BERNARD;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75011;02/11/2016;02/11/2016;48.851677, 2.381567
LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;17ÿ BOULEVARDÿ SAINT MARCEL;CHABRAQUE PRODUCTIONS;SERIE TELEVISEE;75013;09/11/2016;09/11/2016;48.839043, 2.359614
LEILA;NAIDRA AYADI;18ÿ RUEÿ JOUFFROY D'ABBANS;NOLITA CINEMA;LONG METRAGE;75017;16/11/2016;16/11/2016;48.88654, 2.311022
LEILA;NAIDRA AYADI;BOULEVARDÿ SEBASTOPOL;NOLITA CINEMA;LONG METRAGE;75002;22/11/2016;24/11/2016;48.866031, 2.352351
LEILA;NAIDRA AYADI;4ÿ RUEÿ DE DOUAI;NOLITA CINEMA;LONG METRAGE;75009;02/12/2016;02/12/2016;48.881376, 2.33588
LEILA;NAIDRA AYADI;RUEÿ FLEURY;NOLITA CINEMA;LONG METRAGE;75018;09/12/2016;09/12/2016;48.884461, 2.354032
LEILA;NAIDRA AYADI;RUEÿ ET BOULEVARD ROCHECHOUART (ANGLE);NOLITA CINEMA;LONG METRAGE;75018;13/12/2016;13/12/2016;48.883146, 2.344477
LEILA;NAIDRA AYADI;68ÿ AVENUEÿ DE VILLIERS;NOLITA CINEMA;LONG METRAGE;75017;16/11/2016;17/11/2016;48.883828, 2.305419
LEILA;NAIDRA AYADI;BOULEVARDÿ SAINT DENIS;NOLITA CINEMA;LONG METRAGE;75002;21/11/2016;21/11/2016;48.869313, 2.353506
LEILA;NAIDRA AYADI;36ÿ RUEÿ LAUGIER;NOLITA CINEMA;LONG METRAGE;75017;18/11/2016;18/11/2016;48.882108, 2.294696
LEILA;NAIDRA AYADI;PLACEÿ D'ANVERS;NOLITA CINEMA;LONG METRAGE;75009;13/12/2016;13/12/2016;48.882236, 2.344854
LEILA;NAIDRA AYADI;RUEÿ DU CAIRE;NOLITA CINEMA;LONG METRAGE;75002;22/11/2016;23/11/2016;48.867616, 2.350652
LEILA;NAIDRA AYADI;PLACEÿ DE LA PORTE MAILLOT;NOLITA CINEMA;LONG METRAGE;75017;18/11/2016;18/11/2016;48.878577, 2.283835
LEILA;NAIDRA AYADI;RUEÿ SAINT DENIS;NOLITA CINEMA;LONG METRAGE;75002;22/11/2016;24/11/2016;48.866753, 2.351137
LEILA;NAIDRA AYADI;RUEÿ SAINT DENIS/DU CAIRE;NOLITA CINEMA;LONG METRAGE;75002;24/11/2016;24/11/2016;48.867616, 2.350652
LEILA;NAIDRA AYADI;RUEÿ DE ROCHECHOUART/BD ROCHECHOUART (ANGLE);NOLITA CINEMA;LONG METRAGE;75009;09/12/2016;09/12/2016;48.87976, 2.345949
LEILA;NAIDRA AYADI;1/2ÿ AVENUEÿ D'IENA;NOLITA CINEMA;LONG METRAGE;75016;14/11/2016;14/11/2016;48.863096, 2.292502
LEILA;NAIDRA AYADI;BOULEVARDÿ HAUSSMANN;NOLITA CINEMA;LONG METRAGE;75009;15/11/2016;15/11/2016;48.873004, 2.333128
LEILA;NAIDRA AYADI;BOULEVARDÿ BONNE NOUVELLE;NOLITA CINEMA;LONG METRAGE;75002;21/11/2016;21/11/2016;48.870008, 2.350304
LEILA;NAIDRA AYADI;BOULEVARDÿ SAINT MARTIN;NOLITA CINEMA;LONG METRAGE;75003;21/11/2016;21/11/2016;48.868413, 2.358962
LEILA;NAIDRA AYADI;RUEÿ SAINT DENIS;NOLITA CINEMA;LONG METRAGE;75002;21/11/2016;21/11/2016;48.866753, 2.351137
LEILA;NAIDRA AYADI;BOULEVARDÿ HAUSSMANN;NOLITA CINEMA;LONG METRAGE;75009;09/12/2016;09/12/2016;48.873004, 2.333128
LEILA;NAIDRA AYADI;BOULEVARDÿ DE LA CHAPELLE;NOLITA CINEMA;LONG METRAGE;75018;09/12/2016;09/12/2016;48.884395, 2.355889
LEILA;NAIDRA AYADI;TERRE PLEINÿ CENTRAL DU BOULEVARD DE CLICHY;NOLITA CINEMA;LONG METRAGE;75018;12/12/2016;12/12/2016;48.883667, 2.333761
LEILA;NAIDRA AYADI;BOULEVARDÿ DE ROCHECHOUART/R STEINKERQUE (ANGLE);NOLITA CINEMA;LONG METRAGE;75018;13/12/2016;13/12/2016;48.883146, 2.344477
LEILA;NAIDRA AYADI;BOULEVARDÿ DE ROCHECHOUART;NOLITA CINEMA;LONG METRAGE;75018;13/12/2016;13/12/2016;48.883146, 2.344477
LEILA;NAIDRA AYADI;4ÿ RUEÿ PIERRE 1ER DE SERBIE;NOLITA CINEMA;LONG METRAGE;75016;14/11/2016;14/11/2016;48.865313, 2.29513
LEILA;NAIDRA AYADI;RUEÿ PAPIN;NOLITA CINEMA;LONG METRAGE;75003;22/11/2016;24/11/2016;48.866906, 2.353431
LEILA;NAIDRA AYADI;51ÿ RUEÿ DE LA PLAINE;NOLITA CINEMA;LONG METRAGE;75020;05/12/2016;07/12/2016;48.85016, 2.403863
LEILA;NAIDRA AYADI;RUEÿ DE LA PLAINE;NOLITA CINEMA;LONG METRAGE;75020;08/12/2016;08/12/2016;48.850078, 2.403109
LEILA;NAIDRA AYADI;PONTÿ RUE LAFAYETTE;NOLITA CINEMA;LONG METRAGE;75010;09/12/2016;09/12/2016;48.88006, 2.3595
LEILA;NAIDRA AYADI;RUEÿ DE DOUAI;NOLITA CINEMA;LONG METRAGE;75009;12/12/2016;12/12/2016;48.882671, 2.332212
LEILA;NAIDRA AYADI;BOULEVARDÿ DE CLICHY;NOLITA CINEMA;LONG METRAGE;75018;13/12/2016;13/12/2016;48.883667, 2.333761
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;5ÿ BOULEVARDÿ DES ITALIENS/SALLE DE JEUX;SOMBRERO PRODUCTIONS;LONG METRAGE;75002;05/08/2016;05/08/2016;48.871683, 2.339175
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;12ÿ RUEÿ FEYDEAU/PUB LE TRUSKEL;SOMBRERO PRODUCTIONS;LONG METRAGE;75002;05/08/2016;05/08/2016;48.870076, 2.341326
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;15ÿ AVENUEÿ MONTAIGNE/LE MANKO;SOMBRERO PRODUCTIONS;LONG METRAGE;75008;09/08/2016;09/08/2016;48.865596, 2.30344
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;PONTÿ DE LA TOURNELLE;SOMBRERO PRODUCTIONS;LONG METRAGE;75005;09/08/2016;09/08/2016;48.850009, 2.355297
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;PONTÿ DE L'ARCHEVECHE;SOMBRERO PRODUCTIONS;LONG METRAGE;75004;09/08/2016;09/08/2016;48.852216, 2.352057
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;15ÿ RUEÿ SAINT BLAISE/CAFE LUMIERE;SOMBRERO PRODUCTIONS;LONG METRAGE;75020;22/07/2016;29/07/2016;48.859632, 2.405032
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;4ÿ RUEÿ D'UZES/SHOW ROOM BY;SOMBRERO PRODUCTIONS;LONG METRAGE;75002;01/08/2016;02/08/2016;48.870512, 2.345112
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;5ÿ RUEÿ DU DOCTEUR PAQUELIN/CAFE DU QUARTIER;SOMBRERO PRODUCTIONS;LONG METRAGE;75020;08/08/2016;08/08/2016;48.869189, 2.402734
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;PONTÿ SAINT LOUIS;SOMBRERO PRODUCTIONS;LONG METRAGE;75004;09/08/2016;09/08/2016;48.851849, 2.356353
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;90ÿ RUEÿ BOULANGER/HOTEL PROVIDENCE;SOMBRERO PRODUCTIONS;LONG METRAGE;75010;10/08/2016;10/08/2016;
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;6BISÿ PASSAGEÿ DE LA FONDERIE;SOMBRERO PRODUCTIONS;LONG METRAGE;75011;12/08/2016;12/08/2016;48.866433, 2.375812
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;62ÿ RUEÿ JEAN PIERRE TIMBAUD;SOMBRERO PRODUCTIONS;LONG METRAGE;75011;17/08/2016;17/08/2016;48.86675, 2.374074
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;3ÿ RUEÿ JEAN BAPTISTE SAY;SOMBRERO PRODUCTIONS;LONG METRAGE;75009;16/08/2016;16/08/2016;48.881472, 2.34204
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;AVENUEÿ TRUDAINE;SOMBRERO PRODUCTIONS;LONG METRAGE;75009;16/08/2016;16/08/2016;48.881143, 2.343211
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;BOIS*ÿ DE BOULOGNE;SOMBRERO PRODUCTIONS;LONG METRAGE;75016;22/08/2016;22/08/2016;48.875133, 2.286885
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;33ÿ RUEÿ MAROIS;SOMBRERO PRODUCTIONS;LONG METRAGE;75016;29/08/2016;29/08/2016;48.838412, 2.260678
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;RUEÿ CLAUDE TERRASSE;SOMBRERO PRODUCTIONS;LONG METRAGE;75016;29/08/2016;29/08/2016;48.838392, 2.261736
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;32/34ÿ RUEÿ MARBEUF;SOMBRERO PRODUCTIONS;LONG METRAGE;75008;23/08/2016;26/08/2016;48.869418, 2.305211
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;17ÿ AVENUEÿ FRANKLIN ROOSEVELT/RESTAURANT LASSERRE;SOMBRERO PRODUCTIONS;LONG METRAGE;75008;18/07/2016;18/07/2016;48.866313, 2.309996
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;ECOLEÿ DE CUISINE/64 RUE DU RANELAGH;SOMBRERO PRODUCTIONS;LONG METRAGE;75016;03/08/2016;03/08/2016;48.854987, 2.27273
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;15ÿ RUEÿ SAINT BLAISE/CAFE LUMIERE;SOMBRERO PRODUCTIONS;LONG METRAGE;75020;19/07/2016;21/07/2016;48.859632, 2.405032
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;52ÿ RUEÿ DES DAMES;SOMBRERO PRODUCTIONS;LONG METRAGE;75017;31/08/2016;02/09/2016;48.883883, 2.321506
L'EMBARRAS DU CHOIX;ERIC DELAVAINE;10ÿ RUEÿ DE BUCI (SALON DE COIFFURE);SOMBRERO PRODUCTIONS;LONG METRAGE;75006;30/08/2016;30/08/2016;48.853871, 2.337483
LEO MATTEI/14 ET 15;NICOLAS HERDT;12ÿ AVENUEÿ TRUDAINE (LYCEE JACQUES DECOUR);LGM CINEMA;SERIE TELEVISEE;75009;01/10/2016;01/10/2016;48.881483, 2.343411
LEO MATTEI/14 ET 15;NICOLAS HERDT;PONTÿ MORLAND;LGM CINEMA;SERIE TELEVISEE;75004;06/10/2016;06/10/2016;48.84726, 2.365669
LEO MATTEI/14 ET 15;NICOLAS HERDT;5/9ÿ BOULEVARDÿ BOURDON;LGM CINEMA;SERIE TELEVISEE;75004;06/10/2016;06/10/2016;48.848397, 2.365936
LEO MATTEI/14 ET 15;NICOLAS HERDT;PASSERELLE*ÿ SIMONE DE BEAUVOIR;LGM CINEMA;SERIE TELEVISEE;75012;07/10/2016;07/10/2016;
LEO MATTEI/14 ET 15;NICOLAS HERDT;TROTTOIRÿ SUR LA PLACE BERNARD LAZARE;LGM CINEMA;SERIE TELEVISEE;75003;05/10/2016;05/10/2016;48.86593, 2.357771
LEO MATTEI/14 ET 15;NICOLAS HERDT;RUEÿ DES GRAVILLIERS/R BEAUBOURG (CROISEMENT);LGM CINEMA;SERIE TELEVISEE;75003;05/10/2016;05/10/2016;48.86404, 2.35583
LEO MATTEI/14 ET 15;NICOLAS HERDT;11ÿ RUEÿ BAILLY;LGM CINEMA;SERIE TELEVISEE;75003;05/10/2016;05/10/2016;48.865103, 2.355877
LEO MATTEI/14 ET 15;NICOLAS HERDT;7 AU 15ÿ RUEÿ DES PETITES ECURIES;LGM CINEMA;SERIE TELEVISEE;75010;18/10/2016;18/10/2016;48.872579, 2.351829
LEO MATTEI/14 ET 15;NICOLAS HERDT;13/15ÿ RUEÿ DES PETITES ECURIES;LGM CINEMA;SERIE TELEVISEE;75010;18/10/2016;18/10/2016;48.872579, 2.351829
LEO MATTEI/14 ET 15;NICOLAS HERDT;1ÿ PARVISÿ DE NOTRE DAME (HOTEL DIEU);LGM CINEMA;SERIE TELEVISEE;75004;04/10/2016;04/10/2016;
LEO MATTEI/14 ET 15;NICOLAS HERDT;3ÿ BOULEVARDÿ MORLAND;LGM CINEMA;SERIE TELEVISEE;75004;06/10/2016;06/10/2016;48.847709, 2.364989
LEO MATTEI/14 ET 15;NICOLAS HERDT;PARCÿ DE BERCY;LGM CINEMA;SERIE TELEVISEE;75012;07/10/2016;07/10/2016;48.836091, 2.380547
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;3ÿ QUAIÿ LOUIS BLERIOT;LGM CINEMA;SERIE TELEVISEE;75016;17/03/2016;17/03/2016;48.850901, 2.278403
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;43ÿ RUEÿ CUVIER;LGM CINEMA;SERIE TELEVISEE;75005;14/03/2016;14/03/2016;48.84491, 2.35725
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;RUEÿ CHAMPFLEURY;LGM CINEMA;SERIE TELEVISEE;75007;10/03/2016;10/03/2016;48.853802, 2.297236
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;RUEÿ JEAN CARRIES;LGM CINEMA;SERIE TELEVISEE;75007;09/03/2016;10/03/2016;48.85245, 2.299319
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;AVENUEÿ DU GENERAL FLOQUET;LGM CINEMA;SERIE TELEVISEE;75007;09/03/2016;10/03/2016;48.853144, 2.298341
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;RUEÿ JEAN PIERRE BLOCH;LGM CINEMA;SERIE TELEVISEE;75007;10/03/2016;10/03/2016;48.849094, 2.319124
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;PARCÿ DU CHAMP DE MARS;LGM CINEMA;SERIE TELEVISEE;75007;14/03/2016;14/03/2016;48.854395, 2.304772
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;RUEÿ EUGENE POUBELOLE/QUAI LOUIS BLERIOT;LGM CINEMA;SERIE TELEVISEE;75016;17/03/2016;17/03/2016;48.844853, 2.272121
LEO MATTEI/Nø13 ET 14;SEBASTIEN CIRADE;PARCÿ DU CHAMP DE MARS;LGM CINEMA;SERIE TELEVISEE;75007;09/03/2016;10/03/2016;48.854395, 2.304772
LES 7 NAINS ET MOI;DAMIEN MARIC;PARCÿ DU CHAMP DE MARS;METHOD FILMS;SERIE TELEVISEE;75007;16/02/2016;16/02/2016;48.854395, 2.304772
LES 7 NAINS ET MOI;DAMIEN MARIC;RUEÿ CHARDIN;METHOD FILMS;SERIE TELEVISEE;75016;16/02/2016;16/02/2016;48.858673, 2.287764
LES 7 NAINS ET MOI;DAMIEN MARIC;PLACEÿ JEAN PAUL II/PARIVS NOTRE DAME;METHOD FILMS;SERIE TELEVISEE;75004;17/02/2016;17/02/2016;48.853542, 2.347221
LES 7 NAINS ET MOI;DAMIEN MARIC;PLACEÿ DE L'OPERA;METHOD FILMS;SERIE TELEVISEE;75009;17/02/2016;17/02/2016;48.871045, 2.332572
LES 7 NAINS ET MOI;DAMIEN MARIC;ESCALIERÿ RUE BEETHOVEN;METHOD FILMS;SERIE TELEVISEE;75016;16/02/2016;16/02/2016;48.85841, 2.287231
LES BEAUX MALAISES;ERIC LAVAINE;15ÿ AVENUEÿ FELIX D'HERELLE/TENNIS CLUB DE PARIS;THALIE IMAGES;SERIE TELEVISEE;75016;05/02/2016;05/02/2016;48.834759, 2.257044
LES BEAUX MALAISES;ERIC LAVAINE;131ÿ RUEÿ MICHEL ANGE/LE PALAIS DU BONHEUR;THALIE IMAGES;SERIE TELEVISEE;75016;18/01/2016;18/01/2016;48.839066, 2.257753
LES BEAUX MALAISES;ERIC LAVAINE;PARKINGÿ DU STADE COURBERTIN;THALIE IMAGES;SERIE TELEVISEE;75016;05/02/2016;05/02/2016;48.862825, 2.272628
LES CARNIVORES;JEREMIE RENIER;AVENUEÿ DE FRANCE;CHI FOU MI PRODUCTIONS;LONG METRAGE;75013;08/08/2016;08/08/2016;48.830712, 2.376812
LES CARNIVORES;JEREMIE RENIER;RUEÿ WATT ET SOUTERRAIN;CHI FOU MI PRODUCTIONS;LONG METRAGE;75013;08/08/2016;08/08/2016;48.828061, 2.382466
LES CARNIVORES;JEREMIE RENIER;51ÿ RUEÿ DES ECOLES/LE CHAMPO;CHI FOU MI PRODUCTIONS;LONG METRAGE;75005;12/08/2016;12/08/2016;48.849983, 2.343211
LES CARNIVORES;JEREMIE RENIER;9ÿ ESPLANADEÿ VIDAL NAQUET;CHI FOU MI PRODUCTIONS;LONG METRAGE;75013;08/08/2016;08/08/2016;48.829644, 2.381618
LES CARNIVORES;JEREMIE RENIER;ESCALIERÿ ANGLE RUE WATT ET R ALBERT EINSTEIN;CHI FOU MI PRODUCTIONS;LONG METRAGE;75013;08/08/2016;08/08/2016;48.826541, 2.38206
LES CARNIVORES;JEREMIE RENIER;51ÿ RUEÿ DES ECOLES;CHI FOU MI PRODUCTIONS;LONG METRAGE;75005;01/08/2016;01/08/2016;48.849983, 2.343211
LES CARNIVORES;JEREMIE RENIER;1ÿ RUEÿ DE LIBOURNE/HOTEL PULLMAN;CHI FOU MI PRODUCTIONS;LONG METRAGE;75012;05/08/2016;05/08/2016;48.831471, 2.387386
LES CARNIVORES;JEREMIE RENIER;RUEÿ ALICE DOMON ET LEONIE DUPONT;CHI FOU MI PRODUCTIONS;LONG METRAGE;75013;08/08/2016;08/08/2016;48.827889, 2.381571
LES CARNIVORES;JEREMIE RENIER;54ÿ AVENUEÿ DE VERVAILLES;CHI FOU MI PRODUCTIONS;LONG METRAGE;75016;18/07/2016;22/07/2016;48.848199, 2.274253
LES CARNIVORES;JEREMIE RENIER;54ÿ AVENUEÿ DE VERSAILLES;CHI FOU MI PRODUCTIONS;LONG METRAGE;75016;25/07/2016;28/07/2016;48.848199, 2.274253
LES CARNIVORES;JEREMIE RENIER;40ÿ RUEÿ NOTRE DAME DES VICTOIRES (LE GALOPIN);CHI FOU MI PRODUCTIONS;LONG METRAGE;75002;01/08/2016;01/08/2016;48.868876, 2.342135
LES CARNIVORES;JEREMIE RENIER;12ÿ RUEÿ LACUEE;CHI FOU MI PRODUCTIONS;LONG METRAGE;75012;12/08/2016;12/08/2016;48.849465, 2.369665
LES CARNIVORES;JEREMIE RENIER;105ÿ RUEÿ DU FAUBOURG DU TEMPLE/LA JAVA;CHI FOU MI PRODUCTIONS;LONG METRAGE;75010;29/07/2016;29/07/2016;48.871005, 2.373872
LES EX;MAURICE BARTHELEMY;BOULEVARDÿ DU PALAIS;RADAR FILMS;LONG METRAGE;75001;05/10/2016;05/10/2016;48.855567, 2.34585
LES EX;MAURICE BARTHELEMY;9ÿ QUAIÿ DE L'OISE;RADAR FILMS;LONG METRAGE;75019;29/09/2016;29/09/2016;48.890031, 2.382101
LES EX;MAURICE BARTHELEMY;AVENUEÿ DE BRETEUIL;RADAR FILMS;LONG METRAGE;75007;28/09/2016;28/09/2016;48.85046, 2.311558
